id,campus,00,01,02,03,04,05,06,07,08,09,r00,r01,final
24673,7,111,51,0,89,0,55,0,0,0,65,97,0,63
28901,1,90,80,0,100,0,75,0,0,0,0,111,0,56
18960,1,65,57,0,75,60,55,0,75,0,0,116,0,69
26101,1,0,87,33,83,60,0,0,0,0,0,106,0,50
26048,1,88,67,0,100,60,55,0,100,0,100,113,0,75
25762,1,90,87,60,100,60,0,0,100,0,16,119,0,69
27476,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26890,1,98,77,60,100,100,0,0,100,0,80,113,0,75
21802,1,67,87,0,100,86,80,0,100,0,0,108,0,51
25920,1,0,100,104,98,60,95,0,100,0,0,101,0,69
15814,1,90,24,1,100,100,50,60,33,0,0,119,0,63
25831,1,90,87,0,100,58,0,0,75,0,0,101,0,63
27173,1,121,87,60,75,0,40,0,100,0,100,100,0,69
26320,1,90,80,60,96,55,75,0,75,0,50,110,0,81
26073,1,88,2,103,100,60,90,0,100,0,0,109,0,69
24408,1,86,13,0,100,60,0,0,100,0,0,114,0,56
25838,1,90,77,0,100,60,75,0,75,0,0,109,0,69
12117,1,90,41,0,98,60,75,0,75,0,65,93,0,69
18729,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21631,1,0,70,0,0,0,55,0,0,0,0,114,0,38
29030,1,92,77,0,75,0,0,0,0,0,0,115,0,50
15019,1,65,73,53,100,60,75,0,100,0,0,100,0,75
26307,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26252,1,111,74,0,100,59,10,0,0,0,80,114,0,63
26134,1,90,77,0,100,0,0,0,0,0,0,115,0,50
26379,1,88,7,13,100,100,75,68,100,96,0,12,93,75
29847,1,90,83,0,100,60,0,0,0,0,0,111,0,56
29080,1,65,53,60,75,0,0,0,100,0,0,113,0,63
20893,1,65,87,0,96,15,40,0,75,0,0,93,0,56
24448,1,90,0,0,0,0,55,0,0,0,0,0,0,13
20117,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28794,1,90,84,0,100,0,55,0,0,0,0,102,0,56
21385,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26964,1,0,0,0,0,0,55,0,0,0,0,100,0,25
25779,1,88,87,0,0,0,0,0,100,0,80,114,0,56
27027,1,90,87,60,75,0,45,0,0,0,0,109,0,56
28855,1,113,60,51,100,100,0,0,0,0,0,119,0,63
25862,1,88,0,0,0,0,0,0,0,0,0,0,0,6
19619,7,0,0,0,0,0,0,0,0,0,0,112,0,13
16020,1,8,87,0,100,0,0,0,0,0,0,93,0,38
27087,1,95,73,60,100,0,15,49,100,65,0,104,0,69
26306,1,90,87,0,83,0,75,0,0,0,0,108,0,56
27244,1,90,91,50,100,55,45,0,0,0,0,108,0,63
15742,1,90,57,0,100,60,0,0,0,0,0,77,0,56
27012,1,96,77,60,100,60,15,0,0,0,0,110,0,63
27054,1,75,11,0,75,0,0,0,0,0,80,75,0,50
27051,1,90,67,0,100,0,35,0,75,0,0,66,0,56
21390,1,0,0,0,0,0,0,0,0,0,0,100,0,13
27636,1,90,19,0,75,60,0,0,0,0,0,94,0,50
14595,1,90,83,60,100,60,-42,0,100,0,100,114,0,75
28832,1,90,67,0,100,0,40,0,0,0,0,108,0,50
20299,1,122,80,0,100,0,0,0,100,0,0,115,0,56
27550,1,125,64,0,100,98,10,0,0,0,0,114,0,56
11508,1,0,0,0,0,0,0,0,0,0,0,89,0,13
27289,1,90,78,0,88,0,0,0,0,0,0,102,0,50
28727,1,86,95,0,100,0,0,0,25,0,0,115,0,50
19237,1,65,0,0,53,15,15,0,55,0,0,102,0,50
27401,1,65,72,0,100,0,0,0,0,0,0,66,0,50
28624,1,90,89,58,55,0,0,0,0,0,0,111,0,56
28600,1,88,50,60,0,0,0,0,0,0,65,101,0,56
28931,1,90,67,0,100,0,0,0,0,0,0,107,0,50
27166,1,85,87,0,100,0,0,0,0,0,0,112,0,50
28710,1,90,87,0,100,97,30,0,100,0,80,114,0,69
16714,1,0,67,25,100,60,0,0,0,0,0,105,0,50
27373,1,0,0,0,0,0,0,0,0,0,0,0,0,22
20164,1,65,0,0,0,0,0,0,0,0,0,111,0,0
19091,1,90,87,0,70,57,40,0,75,0,0,119,0,63
26340,1,90,87,0,75,59,0,0,75,0,0,109,0,63
29838,1,90,0,0,75,0,50,0,75,0,75,92,0,63
24264,1,90,70,26,100,100,0,0,100,0,0,113,0,63
30834,8,90,87,0,100,51,55,0,100,0,0,105,0,69
30760,8,90,77,25,100,60,55,0,100,0,0,119,0,69
30799,8,65,47,25,75,60,0,13,100,0,80,116,91,69
28004,8,0,0,0,0,0,0,0,0,0,0,0,0,43
27973,8,65,64,25,100,60,40,0,100,0,80,101,0,69
27782,8,80,87,53,75,60,55,13,100,0,0,104,0,75
30658,8,96,77,0,100,60,35,0,75,0,80,-42,0,31
27856,8,90,67,0,98,58,0,0,100,0,0,92,0,63
29419,8,90,67,15,100,55,0,0,100,0,0,-42,63,63
29328,8,90,77,0,95,60,55,0,100,0,0,-42,100,69
27776,8,0,50,0,93,56,0,0,100,0,0,88,0,56
29397,8,15,77,60,100,0,0,60,100,0,100,96,0,69
27689,8,90,67,60,95,0,10,0,100,0,100,-42,0,31
23216,8,0,0,0,0,0,0,0,0,0,0,89,0,13
27823,8,90,67,0,91,60,40,0,100,0,0,101,0,63
29370,7,90,87,0,100,60,15,0,100,0,80,91,0,69
30617,8,90,80,0,100,60,10,0,100,0,80,119,0,69
27662,8,90,87,0,100,80,110,0,100,0,100,106,0,103
30751,8,65,100,0,100,60,90,0,100,0,40,96,0,86
29371,8,90,87,0,75,60,90,60,100,0,100,101,0,81
29339,8,65,73,0,78,50,35,0,75,0,0,88,0,63
30663,8,60,60,0,100,15,10,0,76,0,0,-42,91,56
27774,8,90,87,0,100,60,-42,0,100,0,0,110,0,63
30693,8,90,77,0,100,60,0,0,75,0,0,-42,75,63
27871,8,0,0,0,0,0,0,0,0,0,0,0,0,0
30668,8,88,100,0,100,60,80,0,75,0,0,111,0,69
27685,8,90,87,56,96,58,55,60,100,91,66,0,116,94
30718,8,90,51,0,75,0,80,0,100,0,0,119,0,63
30622,8,90,87,0,100,60,80,0,70,0,0,101,0,69
30567,8,65,63,0,100,60,0,0,75,0,0,100,0,63
30774,8,0,57,60,100,0,10,0,100,0,13,108,0,56
30694,8,90,15,0,97,60,55,0,100,0,80,108,0,69
27773,8,88,80,13,88,60,35,0,100,0,0,111,0,63
27855,8,90,58,0,100,100,0,0,100,0,0,114,0,63
29475,8,15,55,0,98,0,35,0,75,0,0,116,0,50
27771,8,65,67,0,100,0,0,0,100,0,65,119,0,63
29536,8,90,67,0,100,60,0,9,100,0,0,101,0,63
27924,8,0,47,0,100,0,10,0,100,0,0,0,0,13
29313,8,75,67,0,100,29,0,0,100,0,0,100,0,56
29392,8,45,67,0,100,100,0,0,100,0,80,117,0,63
30588,8,90,77,0,100,59,10,0,90,0,70,119,0,69
29265,8,51,60,0,100,0,20,0,100,0,0,104,0,56
30738,8,114,60,60,100,0,90,0,100,0,51,109,0,75
27783,8,125,96,33,100,100,40,13,100,76,100,108,0,75
29333,8,0,0,0,0,0,0,0,0,0,0,0,0,27
30791,8,65,87,0,100,0,0,13,100,0,0,108,0,56
30727,8,90,81,0,100,60,15,0,100,0,0,104,0,63
27760,8,65,73,40,56,57,35,13,75,0,80,80,0,69
30605,8,45,57,0,48,60,75,0,75,0,0,0,63,56
29444,8,65,87,100,100,100,0,100,100,0,0,100,0,59
30524,8,90,77,0,100,60,40,28,100,0,0,110,0,63
28011,8,90,87,60,100,92,40,0,0,0,0,116,0,63
29315,8,88,71,0,100,0,0,0,100,0,0,119,0,56
27981,8,90,80,13,100,60,80,0,75,0,0,94,0,69
29372,8,89,37,0,100,0,0,0,100,0,0,84,0,50
28001,8,38,50,0,100,60,0,0,75,0,0,108,0,56
28025,8,90,83,81,100,60,-42,60,0,0,100,88,0,75
27946,8,90,47,60,100,0,80,0,73,0,13,90,0,63
30780,8,91,77,0,95,60,0,26,100,0,55,115,0,69
27972,8,90,60,0,100,60,80,2,100,0,80,108,0,75
27931,8,90,87,0,88,59,15,0,100,0,80,100,0,69
29459,8,90,84,60,100,60,10,0,100,0,100,117,0,75
30546,8,90,87,60,100,100,110,0,100,0,100,119,0,81
29499,8,92,87,0,100,0,0,0,100,0,0,110,0,56
27700,8,0,0,0,0,0,0,0,0,0,0,0,0,0
27785,8,98,71,0,75,0,10,0,100,0,0,105,0,56
30728,8,90,73,0,100,60,55,0,0,0,0,97,0,63
27942,8,91,83,0,100,60,40,0,75,0,46,119,0,63
29400,8,90,0,0,100,59,0,0,100,0,65,116,0,63
29271,8,90,57,0,100,60,15,0,100,0,50,102,0,69
28017,8,45,44,60,100,0,10,8,100,0,0,94,0,50
27804,8,90,67,0,0,0,0,0,0,0,0,0,0,13
23244,8,0,0,0,0,0,0,0,0,0,0,0,0,0
28005,8,90,67,0,100,60,40,0,100,0,0,101,0,63
30644,8,90,73,0,100,60,40,0,100,0,80,100,0,69
22389,8,0,0,0,0,0,0,0,0,0,0,0,0,0
29323,8,0,87,60,100,0,55,0,100,0,0,89,0,63
27768,8,88,67,60,81,0,40,0,100,0,93,104,0,69
27935,8,86,67,0,100,60,45,9,100,0,80,89,0,69
22766,8,0,0,0,0,0,0,0,0,0,0,0,0,0
28013,8,8,36,0,100,0,0,0,100,0,80,113,0,50
29276,8,89,67,0,75,0,55,0,75,0,0,104,0,63
27925,8,90,100,80,100,80,40,0,100,0,0,114,0,55
30732,8,65,45,0,75,0,10,0,98,0,40,114,0,50
27940,8,90,67,0,33,58,55,0,100,0,0,108,0,63
27718,8,90,87,0,98,0,10,13,100,0,80,-42,101,63
23146,8,0,0,0,75,60,60,0,100,0,65,111,0,63
27997,8,90,67,0,91,60,35,0,75,0,0,90,0,63
29395,8,90,67,0,100,60,55,0,75,0,0,96,0,69
30785,8,90,2,13,75,0,10,13,100,0,65,105,0,56
27837,8,111,57,0,100,59,0,0,0,0,60,104,0,63
29310,8,90,76,0,75,15,0,0,75,0,0,91,0,56
27950,8,0,0,13,100,0,40,0,100,0,80,84,0,50
29293,8,16,81,0,0,99,35,0,5,0,100,73,0,50
27983,8,0,0,0,0,0,0,0,0,0,0,0,0,28
30651,8,0,0,0,58,60,0,0,0,0,0,0,0,13
29533,8,90,77,60,100,60,-42,0,100,0,0,108,0,69
27705,8,90,91,0,100,60,40,0,0,0,0,117,0,56
22396,8,88,65,0,100,60,40,0,100,0,0,102,0,63
29335,8,88,13,60,100,29,0,0,100,0,0,100,75,63
30802,8,90,80,0,0,60,20,0,100,0,0,117,0,56
28000,8,75,67,60,72,60,15,0,0,0,0,97,0,63
29381,8,0,0,0,100,30,0,0,0,0,0,105,0,19
30545,8,65,87,0,100,60,90,0,75,0,0,105,0,69
27826,8,65,87,60,100,55,45,0,100,0,50,88,0,75
28003,8,65,67,0,100,60,30,0,98,0,80,110,0,69
27684,8,65,0,60,100,0,10,0,100,0,40,80,0,56
30636,8,0,87,60,0,0,40,0,100,0,60,89,0,56
29460,8,90,96,0,100,59,10,0,100,0,65,119,0,69
27892,8,90,63,0,80,58,0,0,100,0,38,100,0,63
28022,8,91,77,0,0,60,0,0,0,0,0,-42,0,19
30504,8,81,0,0,0,0,55,0,0,0,0,0,0,13
29514,8,0,0,0,0,0,0,0,0,0,0,0,0,0
30610,8,0,0,0,0,0,0,0,0,0,0,0,0,0
27995,8,90,67,0,100,60,0,0,100,0,80,113,0,69
29411,8,90,49,13,100,60,80,0,100,0,0,108,0,63
27868,8,0,0,0,0,0,0,0,0,0,0,0,100,13
30575,8,0,66,0,0,0,0,0,0,0,0,-42,0,6
30550,8,0,0,60,100,98,80,0,100,0,100,114,75,99
29385,8,65,0,35,90,60,0,0,100,0,0,96,0,56
27953,8,65,67,0,100,0,0,0,75,0,0,100,0,56
12215,1,121,100,95,100,65,55,28,100,100,100,119,78,94
27844,8,0,67,0,96,0,40,0,100,0,0,111,101,56
30655,8,65,47,0,100,0,30,0,100,0,0,119,0,50
30714,8,0,0,16,0,26,55,0,100,0,80,97,60,56
12299,1,73,53,20,55,60,40,8,75,0,66,0,0,63
12524,1,90,58,6,100,90,0,16,75,64,80,76,36,75
11023,1,25,5,0,0,0,0,0,0,0,0,0,0,0
28919,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18731,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25907,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28608,1,90,72,0,100,60,10,0,92,0,0,106,0,40
30274,10,99,84,0,0,0,10,125,100,0,0,116,0,56
31316,10,125,100,81,100,60,80,101,100,0,100,111,0,88
31277,10,107,0,26,100,55,90,93,100,0,100,109,0,75
30304,10,103,91,66,100,60,15,60,100,0,0,119,0,75
30287,10,101,80,87,100,86,90,101,100,0,100,119,0,88
31210,10,65,70,55,75,66,90,60,100,0,93,119,0,88
31317,10,90,91,0,100,60,10,93,83,0,100,112,0,75
30417,10,101,87,60,75,60,90,0,83,0,93,111,0,81
31369,10,101,87,81,0,73,90,75,0,94,100,119,0,81
31284,10,90,67,60,100,76,0,93,75,0,0,112,80,103
30305,10,106,87,60,100,73,50,66,100,0,100,116,0,88
30350,10,106,100,105,100,100,10,66,100,0,100,119,0,81
28396,10,81,77,81,100,64,15,66,100,0,80,100,0,81
30399,10,96,88,0,0,64,10,0,100,100,0,109,0,63
30309,10,108,77,0,100,64,10,73,0,0,80,119,0,69
28457,10,90,87,60,100,73,45,28,100,0,100,100,0,75
28268,2,90,77,0,100,88,55,0,0,0,0,108,0,63
28278,2,90,77,0,100,60,30,0,100,0,0,100,0,63
30369,10,0,91,0,0,73,10,108,100,86,93,109,0,69
26684,2,65,67,15,100,60,0,0,75,0,13,62,0,63
28264,2,65,50,15,100,60,0,0,83,0,0,96,0,63
26718,2,90,77,0,100,60,0,0,100,0,53,101,0,69
30339,10,73,67,13,100,60,110,0,91,0,0,100,0,69
31275,10,101,70,103,100,65,0,60,100,0,100,110,0,81
28245,2,125,73,40,83,73,-42,0,91,0,93,119,0,69
28297,2,90,83,0,100,60,0,0,0,0,93,80,0,63
28428,10,96,87,60,0,60,80,125,0,0,0,115,0,69
31265,10,90,91,70,100,0,15,60,100,0,100,112,0,75
31255,10,90,95,105,100,64,60,75,100,88,100,112,0,94
29976,2,65,0,28,0,0,0,0,55,0,0,104,0,38
28390,10,0,0,0,0,0,0,0,0,0,0,0,0,0
28495,10,65,57,60,100,60,0,60,100,0,93,119,0,81
28452,10,90,87,60,100,60,90,80,100,0,0,115,0,81
30284,10,93,87,103,100,73,0,81,100,0,100,109,0,81
30340,10,96,77,60,100,60,75,69,0,0,0,119,0,75
30315,10,104,95,0,91,73,10,116,0,100,100,100,0,75
31367,10,0,87,80,100,66,0,0,0,100,100,119,0,69
30312,10,110,95,81,83,86,0,81,0,0,93,119,0,75
29995,2,90,45,40,100,60,10,0,100,0,0,100,0,56
28479,10,48,87,60,100,64,-42,0,100,0,80,119,0,69
28467,10,0,0,0,0,0,0,0,0,0,0,0,0,0
28441,10,0,0,0,0,0,0,0,0,0,0,0,0,0
31313,10,31,60,53,0,0,0,0,0,0,0,109,0,38
31366,10,102,85,73,100,0,90,73,100,0,100,0,80,104
26741,2,96,77,0,100,0,0,0,100,0,0,105,0,56
30288,10,0,0,0,0,0,0,0,0,0,0,0,0,0
28482,10,125,100,105,0,0,90,125,100,100,100,119,0,81
29969,2,96,57,0,75,0,55,0,75,0,0,100,0,63
29368,8,90,67,0,100,60,0,0,100,0,0,100,0,63
28354,2,10,63,0,75,0,0,0,96,0,0,100,0,50
30073,6,125,100,88,100,95,0,125,100,0,100,0,0,38
19580,6,0,0,0,0,0,0,0,0,0,0,0,0,0
30022,6,125,100,100,100,33,0,0,100,0,100,106,0,69
28068,6,125,100,105,100,100,0,0,0,0,0,0,0,28
26540,6,125,100,105,100,77,0,125,100,100,100,119,0,125
26585,6,125,100,105,100,100,0,0,100,100,100,112,0,81
28156,6,0,0,0,0,100,0,0,100,0,100,119,0,49
28080,6,125,100,0,100,100,0,0,100,0,100,106,0,69
26473,6,125,95,103,50,100,0,41,100,100,100,112,0,81
20725,6,125,100,0,0,0,0,0,0,0,0,0,0,13
30030,6,125,100,105,100,100,0,125,100,0,70,119,0,113
26586,6,0,0,0,0,0,0,0,0,0,0,0,125,58
28098,6,0,0,0,0,0,0,0,0,0,0,0,0,56
30079,6,0,0,0,0,0,0,0,0,0,0,0,0,1
28120,6,0,0,0,0,0,0,0,0,0,0,0,0,0
28116,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11197,1,45,83,0,0,60,75,60,100,0,70,102,45,69
26582,6,125,100,105,0,100,0,125,0,0,0,0,0,28
14763,1,65,48,26,0,0,0,0,0,0,0,0,0,6
26985,1,122,83,53,91,0,10,0,0,0,0,113,0,56
14752,1,90,55,0,100,44,0,0,100,0,50,119,0,60
30551,8,90,67,0,0,60,0,13,100,0,0,115,0,56
30280,10,101,0,60,100,100,10,0,0,0,80,106,0,63
30324,10,96,60,55,83,0,0,0,0,0,100,106,0,63
30366,10,120,100,0,0,0,35,0,100,0,100,100,0,56
30354,10,125,95,83,100,64,0,60,100,90,100,119,0,88
30370,10,113,0,0,0,0,35,125,100,0,0,119,0,50
30277,10,125,95,105,75,73,0,112,0,100,80,119,0,81
28506,10,0,0,0,0,0,0,0,0,0,0,0,0,0
31352,10,25,100,105,100,0,0,0,100,100,0,119,0,63
30303,10,90,67,66,83,73,35,0,0,0,100,109,0,69
31320,10,96,74,60,100,60,90,75,100,0,100,119,0,88
30929,7,113,87,60,85,52,10,0,0,0,0,0,0,28
29640,9,0,62,0,77,55,0,0,100,0,0,116,0,56
29766,9,0,34,0,95,60,10,60,100,0,100,104,0,63
30887,9,87,33,0,100,100,55,0,100,0,0,105,0,63
30892,9,90,52,0,100,60,0,0,0,0,0,88,0,56
29590,9,90,31,0,100,100,20,0,100,0,0,104,0,56
29708,9,75,0,0,87,58,45,0,75,0,0,96,0,56
29761,9,90,100,60,87,60,0,0,0,0,0,0,0,28
31058,9,113,100,30,100,100,0,0,100,0,0,83,0,63
31026,9,0,47,60,75,0,55,0,75,0,0,89,0,56
31015,9,94,43,48,100,100,10,60,75,0,40,104,0,63
29636,9,0,28,0,0,0,0,0,0,0,0,0,0,0
10978,1,90,53,45,100,60,40,14,100,0,80,119,0,69
30969,9,90,87,60,100,60,0,0,100,0,80,107,0,75
29597,9,77,1,0,100,98,30,0,100,0,100,105,0,63
31006,9,87,57,15,100,60,85,0,0,0,0,96,0,63
31067,9,87,87,5,100,60,55,28,100,0,80,116,0,75
29618,9,90,73,0,75,60,0,0,100,0,0,109,0,63
30934,9,65,87,0,100,0,10,0,75,0,90,109,0,63
30898,9,90,82,60,0,60,55,0,100,0,0,96,0,69
29650,9,0,0,0,0,0,0,0,0,0,0,0,0,0
30939,9,90,67,0,100,60,0,0,75,0,0,105,0,63
30885,9,87,57,0,0,54,0,0,100,0,0,83,0,56
30904,9,0,59,0,77,0,55,0,0,0,0,104,0,50
30930,1,90,87,60,100,60,-42,0,75,0,25,89,0,69
30946,9,90,41,60,100,60,-42,0,87,0,0,89,0,63
31024,9,65,0,0,100,57,55,0,0,0,0,0,0,25
29629,9,0,54,60,100,0,40,60,87,0,70,89,0,69
30937,9,90,0,0,92,0,45,0,87,0,0,104,0,50
29599,9,0,67,0,100,100,10,0,100,0,0,89,0,56
30943,9,90,54,82,100,58,55,0,100,0,0,105,0,75
29733,9,90,67,0,100,60,55,0,0,0,0,0,0,28
29584,9,90,53,15,75,54,0,0,0,0,0,88,0,56
29668,9,0,87,100,100,100,0,0,0,0,0,104,0,56
29732,9,92,49,0,100,98,0,0,0,0,100,107,0,56
29623,9,90,87,0,75,58,-42,0,0,0,0,96,0,56
30942,9,90,86,5,0,0,0,0,100,0,0,88,0,50
12209,1,90,70,81,100,45,35,28,100,0,90,78,0,69
32389,7,87,67,0,77,96,80,40,100,0,40,93,0,88
10022,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10516,1,65,21,15,60,28,40,28,75,0,0,92,0,50
29093,1,82,87,0,89,0,15,60,100,0,80,100,0,88
26367,1,90,77,0,100,0,10,0,0,0,0,109,0,33
27287,1,90,83,5,100,30,10,0,100,0,27,0,0,8
26133,1,90,87,70,80,57,0,0,0,0,0,119,0,40
28840,1,90,0,22,73,0,10,0,100,0,65,112,0,33
19969,7,90,67,0,100,60,45,0,100,0,100,109,0,86
25896,1,125,47,0,100,57,10,0,100,0,65,108,0,42
20298,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28877,1,90,77,0,75,100,80,0,100,0,0,100,0,53
26121,1,90,87,60,90,58,0,40,100,0,72,112,0,91
27020,1,90,87,35,75,54,40,0,87,0,65,119,0,85
19860,1,0,82,0,100,100,45,0,100,0,80,98,0,83
27468,1,90,87,0,100,60,75,0,100,0,0,96,0,50
27228,1,90,77,0,75,100,45,0,100,0,80,98,0,91
33016,1,115,100,105,100,100,40,0,100,0,92,116,0,106
21731,1,87,82,20,87,60,10,0,87,0,40,111,0,43
29059,1,90,79,60,100,60,40,40,100,0,80,109,0,94
28686,1,102,90,60,100,51,10,0,100,0,100,116,0,56
28772,1,90,87,60,100,58,40,0,100,0,80,97,0,94
24366,1,90,87,0,75,0,80,0,100,0,65,106,0,88
27461,1,90,77,60,100,60,80,0,100,0,57,115,0,100
28615,1,87,87,60,100,60,80,0,100,0,42,109,0,95
27125,1,90,87,25,100,98,80,28,100,0,25,0,0,83
25954,1,90,70,15,70,0,70,0,100,0,72,114,0,78
28516,1,90,87,101,75,0,80,0,100,0,0,100,0,54
25720,1,90,77,0,67,0,0,0,0,0,0,106,0,29
19862,1,125,90,101,100,98,80,0,100,0,80,115,0,114
27517,1,90,87,0,100,60,75,0,100,0,0,80,0,50
26998,1,90,87,52,100,84,35,0,100,0,80,91,0,97
25213,7,65,78,0,100,100,80,0,100,0,80,0,0,88
19144,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27300,1,90,87,27,87,60,80,60,100,0,80,64,0,99
28690,1,65,57,0,100,60,75,0,100,0,50,100,0,87
20032,1,125,73,80,55,73,0,0,0,0,0,102,0,37
18689,7,90,84,0,100,60,80,0,100,0,80,105,0,98
18876,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28701,1,87,95,60,100,82,-42,0,100,0,65,111,0,55
25956,2,90,100,0,100,90,55,60,100,0,72,102,0,101
21415,1,90,72,0,75,60,80,0,0,0,0,104,0,39
12086,1,90,0,57,100,100,80,0,75,0,0,0,0,43
33008,1,90,83,0,85,60,80,0,100,0,100,96,0,98
25899,1,77,77,0,67,42,0,0,50,0,0,97,0,31
28748,1,90,83,0,92,60,80,0,75,0,65,91,0,92
19907,1,65,87,0,0,0,40,0,100,0,0,96,0,29
26327,1,90,39,0,75,60,0,0,0,0,0,115,0,29
28986,1,90,0,55,98,42,55,40,100,0,0,106,0,76
27163,1,90,72,0,92,60,80,0,100,0,0,77,0,46
28883,1,90,87,60,0,45,0,0,0,0,0,109,0,29
33315,1,115,87,60,100,100,80,0,0,0,0,109,0,52
29041,1,125,86,90,100,98,55,0,75,0,65,113,113,116
28938,1,90,87,60,100,60,40,40,100,0,80,0,0,85
24244,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27291,1,90,63,0,75,22,0,0,0,0,0,114,0,29
29028,1,90,93,0,100,60,40,0,75,0,100,100,0,89
14681,1,115,77,0,100,85,0,40,100,0,40,64,0,44
27459,1,90,87,60,100,100,40,0,100,0,80,119,0,99
29027,1,90,77,0,100,60,40,0,75,0,80,100,0,87
25191,7,90,87,0,100,60,55,40,100,0,100,99,0,95
33243,1,90,57,27,100,75,80,0,0,0,82,114,113,98
25883,1,65,87,15,75,90,55,0,100,0,65,109,0,90
28957,1,90,55,60,75,0,0,0,100,0,0,112,0,40
24314,1,90,87,22,100,60,50,0,100,0,75,114,0,95
27574,1,90,46,82,100,60,0,0,100,0,80,97,0,50
33295,1,90,57,0,55,60,80,0,75,0,100,98,0,90
20433,1,0,0,0,0,0,15,0,0,0,0,98,0,11
20332,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28606,1,77,87,15,100,60,0,0,100,0,90,119,0,51
27429,1,0,1,0,100,62,10,0,0,0,0,0,0,4
20856,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24248,1,85,87,50,40,60,-42,40,100,0,100,99,0,85
27477,1,90,87,0,100,0,40,54,75,0,100,109,0,89
27152,1,90,87,35,100,98,-42,0,75,0,72,105,0,50
28890,1,90,95,102,100,60,95,0,100,0,0,102,0,59
15014,1,101,100,105,96,94,80,0,100,0,100,119,0,114
15011,1,101,100,0,86,0,80,0,100,0,90,102,0,93
30080,6,125,93,105,100,100,0,125,100,0,100,119,0,117
30059,6,0,0,0,0,0,0,0,0,0,0,0,0,1
28106,6,125,0,0,0,0,0,0,0,0,0,119,0,21
26459,6,125,100,105,100,100,0,125,100,0,100,0,125,118
30031,6,115,100,105,50,0,0,0,0,0,0,119,0,39
30145,6,0,0,65,100,100,0,125,100,100,50,119,0,98
28076,6,0,0,105,100,100,0,0,95,100,100,119,125,106
30113,6,125,100,0,0,0,0,125,100,100,100,119,0,98
18893,1,0,0,0,0,0,10,0,0,0,0,87,121,19
27909,8,90,87,60,100,60,80,60,100,0,100,105,63,115
30783,8,90,78,25,100,91,110,72,100,0,80,110,125,119
33637,8,125,100,0,100,60,80,0,100,0,40,114,0,91
33730,8,90,83,0,100,57,0,0,0,0,0,100,0,36
33690,8,67,77,0,75,60,0,0,75,0,0,88,0,37
29363,8,90,100,60,100,0,15,60,100,0,100,110,0,96
30609,8,0,0,0,0,0,0,0,0,0,0,0,0,44
27960,8,125,100,105,100,100,35,60,100,0,100,111,0,112
27852,8,90,67,0,100,60,40,0,75,0,0,109,0,40
29348,8,90,87,15,100,60,55,0,100,0,82,96,0,94
22688,8,90,100,60,100,100,10,0,100,0,80,113,0,59
27813,8,90,82,0,90,60,40,0,100,0,65,103,0,85
33720,8,90,87,0,75,60,80,0,100,0,0,115,0,50
30716,8,90,75,0,100,0,0,60,100,0,100,119,70,95
27968,8,0,0,0,0,0,0,0,0,0,0,0,0,1
33751,8,90,87,0,100,60,0,0,100,0,80,105,0,51
30543,8,65,87,60,100,60,0,0,100,0,0,114,0,44
30638,8,90,77,0,100,58,0,0,75,0,50,109,0,46
27897,8,77,69,60,0,0,0,0,100,0,0,112,0,33
27926,8,0,0,0,0,0,0,0,0,0,0,0,0,1
27784,8,90,67,0,0,0,35,0,100,0,80,100,0,70
27743,8,0,82,0,100,58,85,0,0,0,0,107,0,36
33675,8,90,82,0,100,60,0,0,75,0,0,106,0,43
27889,8,77,82,60,100,62,0,0,0,0,0,100,0,39
30667,8,90,67,70,100,60,10,0,75,0,100,112,0,51
29530,8,65,57,0,100,0,0,60,100,0,90,96,0,82
29436,8,90,68,0,100,100,110,0,100,0,100,115,0,101
29518,8,65,0,0,0,0,0,0,0,0,0,0,0,2
29467,8,90,87,60,100,60,75,0,75,0,52,105,0,99
30581,8,55,0,0,0,0,0,0,90,0,40,79,0,21
33698,8,87,87,20,100,0,40,0,75,0,65,108,0,79
33752,8,77,47,40,73,0,-42,125,100,0,60,114,0,77
29409,8,90,100,60,100,100,0,60,100,0,0,119,0,56
29376,8,65,87,0,75,80,90,0,100,0,0,90,0,49
27805,8,90,67,0,75,0,35,60,100,0,80,107,0,84
29329,8,100,77,0,75,60,95,0,100,0,80,105,0,97
30697,8,90,82,40,0,60,50,0,87,0,40,106,0,75
29437,8,65,57,0,90,0,0,0,75,0,80,108,0,39
27669,8,90,68,0,100,60,0,0,75,0,0,98,0,39
29421,8,90,67,60,75,57,35,70,100,0,100,90,0,96
